platform,post_type,post_length,views,likes,comments,shares,engagement_rate
Twitter,Video,23,96395,4084,383,237,0.04879921157736397
Twitter,Image,28,199855,17079,2259,866,0.10109329263716194
Instagram,Text,28,291708,5132,523,256,0.020263414099030538
Twitter,Video,60,127570,6311,853,460,0.059763267225836796
Twitter,Image,85,113554,3790,303,160,0.03745354633038026
Instagram,Image,22,12111,1045,100,135,0.1056890430187433
Facebook,Video,16,155045,4691,463,584,0.037008610403431265
Facebook,Image,45,103190,8155,1621,935,0.10379881771489485
Instagram,Text,91,136382,8869,1580,233,0.07832411901863882
Facebook,Image,52,210368,18666,3278,547,0.10691264831153027
Instagram,Video,86,154060,9773,1241,1004,0.0780085680903544
Twitter,Text,68,155115,9319,1118,1093,0.07433194726493247
Twitter,Image,20,186206,15287,925,358,0.08898746549520424
Facebook,Image,84,93480,5667,451,327,0.06894522892597348
Twitter,Text,104,103850,8932,1646,336,0.10509388541165142
Facebook,Text,27,189398,2734,352,136,0.017011795267109473
Facebook,Image,90,133874,7304,1447,638,0.07013311023798498
Twitter,Text,43,91937,7643,1060,261,0.09750154997443902
Twitter,Video,37,150453,12992,1385,648,0.09986507414275554
Facebook,Image,28,36264,3084,281,288,0.1007335098168983
Twitter,Video,65,155141,9990,1875,859,0.08201571473691674
Instagram,Image,59,179036,17806,1880,2341,0.12303112223240019
Twitter,Video,65,199806,5259,378,208,0.029253375774501267
Twitter,Video,88,110841,2848,261,193,0.02979042051226532
Instagram,Text,101,273054,3537,519,495,0.016667032894592277
Twitter,Image,99,73020,7231,505,892,0.1181594083812654
Twitter,Text,44,179237,7406,472,723,0.04798674380847705
Facebook,Text,62,200184,15731,1866,1887,0.09733045598049794
Twitter,Image,76,34821,535,33,41,0.017489446023951066
Twitter,Video,78,116293,4289,467,593,0.045995889692414846
Instagram,Image,5,136065,9000,885,881,0.0791239481130342
Facebook,Image,89,35996,2060,223,227,0.0697299699966663
Facebook,Image,29,93890,2694,331,282,0.03522206837788902
Facebook,Text,100,248566,12811,996,1376,0.06108236846551821
Twitter,Image,57,97765,1934,225,199,0.024119061013655192
Facebook,Image,65,211630,12453,1297,368,0.06671076879459434
Instagram,Image,50,202592,3793,642,373,0.023732427736534514
Facebook,Video,114,212268,14271,2200,1738,0.0857830666892796
Instagram,Video,78,30044,720,130,14,0.028757821861270138
Facebook,Video,64,218459,12941,1945,1758,0.07618820922919174
Facebook,Video,55,45809,990,67,142,0.026173895959309305
Instagram,Text,116,169371,7801,983,286,0.0535510801731111
Facebook,Text,77,82247,3426,552,306,0.05208700621299257
Facebook,Image,88,210835,16461,2901,565,0.0945146678682382
Facebook,Text,52,196719,13318,1028,756,0.07676940204047397
Twitter,Video,88,84481,7969,665,803,0.1117055906061718
Instagram,Image,44,43503,4044,725,240,0.11514148449532216
Facebook,Image,11,199289,14996,1841,1012,0.08956339787946148
Instagram,Video,79,162054,12859,1515,1504,0.09797968578375109
Instagram,Video,89,263416,17449,2165,1653,0.08073541470525708
Instagram,Video,106,274703,19847,1508,1733,0.08404713454166864
Facebook,Text,115,39549,2592,373,161,0.07904118941060456
Facebook,Image,23,121755,4633,793,516,0.048802923904562444
Instagram,Video,114,186442,7748,1360,581,0.05196790422758821
Twitter,Image,19,61289,3783,206,517,0.0735205338641518
Instagram,Image,74,223147,16694,2625,1639,0.09392015129040499
Twitter,Text,65,80740,3758,239,338,0.053690859549170175
Instagram,Image,60,269396,6153,1200,765,0.03013407771459116
Instagram,Video,14,238267,12234,1496,1016,0.06188855359743481
Instagram,Video,50,145938,14110,2346,794,0.1182008798256794
Facebook,Image,84,118463,3467,496,139,0.03462684551294497
Twitter,Image,113,171069,11703,2256,1088,0.08795865995592422
Twitter,Text,79,129661,12762,2501,960,0.125118578446873
Instagram,Video,61,262519,11514,1057,825,0.05102868744738476
Facebook,Video,39,128645,11566,1416,756,0.10679000349799837
Facebook,Image,76,224408,19694,2474,2113,0.10820024241560015
Twitter,Image,96,9553,387,29,33,0.04700094211242541
Facebook,Image,7,166903,3148,584,282,0.02404989724570559
Twitter,Video,70,69323,1807,185,108,0.030292976357053216
Twitter,Image,57,121744,5224,329,521,0.049891575765540805
Twitter,Text,82,46810,4508,329,326,0.11029694509720145
Facebook,Text,56,109373,3795,481,455,0.0432556481032796
Twitter,Image,97,60719,5672,1033,503,0.11871078245689158
Twitter,Text,57,144798,3811,549,219,0.03162336496360447
Instagram,Text,58,247020,24030,1975,942,0.10908833292850781
Twitter,Text,51,133164,4850,458,538,0.04390075395752606
Twitter,Text,7,31995,2142,420,146,0.08463822472261291
Instagram,Text,69,234077,3808,220,108,0.017669399385672236
Instagram,Video,19,199029,7358,1465,1022,0.04946515331936552
Facebook,Image,88,135749,3931,730,276,0.036368592033827134
Twitter,Text,90,95778,987,149,115,0.013061454613794399
Facebook,Image,38,24892,600,114,47,0.03057207134822433
Facebook,Text,54,156186,9898,721,1344,0.07659457313715698
Instagram,Video,37,32057,1445,276,34,0.05474623327198428
Facebook,Video,77,196637,14753,1208,792,0.08519759760370632
Twitter,Text,7,118089,8313,1096,756,0.08607914369670333
Instagram,Text,6,65753,5387,664,334,0.09710583547518745
Twitter,Text,8,177103,15590,1977,1817,0.10945043279899268
Twitter,Video,20,183121,15342,1382,1679,0.1004963930952758
Instagram,Video,58,183953,9257,1546,215,0.05989573423646258
Twitter,Image,37,185937,7025,1133,688,0.047575253983876256
Instagram,Video,13,122819,6780,1309,872,0.07296102394580643
Twitter,Text,61,183756,10687,1347,652,0.06903720150634537
Instagram,Image,44,80705,3081,407,117,0.04466885570906388
Facebook,Video,106,59438,3483,646,403,0.07624751842255796
Twitter,Video,56,102102,1993,374,273,0.025856496444731737
Instagram,Text,86,62314,1918,282,202,0.03854671502391116
Twitter,Image,20,183575,14161,2450,1840,0.1005093286122838
Twitter,Video,12,32740,866,108,129,0.033689676237018934
Twitter,Video,91,179248,4035,436,342,0.02685106667856824
Instagram,Text,64,212360,7615,1367,1078,0.047372386513467694
Facebook,Image,40,141123,6123,1020,396,0.053421483386832766
Facebook,Image,7,59010,2334,201,272,0.04756820877817319
Facebook,Image,19,128871,5633,321,772,0.05219172661033126
Instagram,Image,106,113159,2556,344,224,0.027607172209015634
Facebook,Text,101,13589,338,59,34,0.031716829788799764
Instagram,Video,86,278539,8697,757,1271,0.03850448231665943
Twitter,Video,27,145905,6737,1112,354,0.056221513998834856
Twitter,Image,111,68134,2741,307,181,0.047391904188804415
Facebook,Image,7,213975,17379,1744,2092,0.09914709662343732
Instagram,Image,34,154500,8852,672,569,0.06532686084142394
Twitter,Video,49,149714,9254,1759,787,0.07881694430714563
Instagram,Video,21,91491,5530,463,146,0.06709949612530194
Instagram,Image,118,126656,5812,533,543,0.05438352703385548
Twitter,Text,62,143169,14065,1402,1427,0.11800040511563258
Instagram,Video,62,261971,3499,324,107,0.01500166048913811
Twitter,Video,100,90096,2651,197,137,0.03313132658497603
Twitter,Image,114,25426,905,93,69,0.041964917800676474
Twitter,Text,61,125267,11188,1351,1360,0.11095500011974423
Instagram,Image,11,260813,24176,3209,551,0.10711122528401575
Twitter,Image,43,112128,9659,709,609,0.0978970462328767
Instagram,Text,82,202405,9619,1605,198,0.05643141226748351
Twitter,Text,62,45463,4196,405,368,0.10929767063326222
Twitter,Text,60,73249,1381,259,117,0.023986675586014826
Facebook,Video,19,43079,2960,294,349,0.08363703892848023
Facebook,Image,48,154476,14574,2615,298,0.11320205080400839
Facebook,Video,16,127805,9961,1024,1181,0.0951918939008646
Instagram,Text,12,140026,4902,617,665,0.044163226829303126
Instagram,Video,84,101411,7562,800,463,0.08702211791620239
Twitter,Text,45,57331,2094,226,132,0.0427691824667283
Twitter,Text,38,189003,3788,540,76,0.023301217440993
Twitter,Image,50,20440,1523,234,115,0.09158512720156556
Twitter,Image,92,60407,1578,284,157,0.03342327875908421
Instagram,Image,33,217436,4347,588,156,0.023413786125572583
Twitter,Video,20,32898,1962,161,206,0.07079457717794395
Twitter,Image,9,179792,11840,2349,799,0.08336299724125656
Facebook,Text,9,239478,3495,533,375,0.018385822497264885
Twitter,Image,34,123332,1282,136,67,0.012040670709953622
Twitter,Video,54,47428,4239,827,511,0.1175887661297124
Twitter,Image,118,17427,355,68,32,0.02610891145922993
Instagram,Image,9,158241,9898,612,884,0.07200409501962197
Facebook,Image,111,102751,9845,521,821,0.10887485279948614
Twitter,Video,17,47419,2658,150,344,0.06647124570319914
Twitter,Text,103,184137,4158,635,382,0.028104074683523682
Facebook,Text,53,247488,11239,1760,457,0.05437031290406
Twitter,Text,93,89490,5920,938,600,0.08333892054978209
Instagram,Image,54,103632,8151,1178,707,0.09684267407750502
Twitter,Image,18,10985,709,65,20,0.07228038233955393
Instagram,Video,112,168713,2208,165,210,0.015310023531085334
Instagram,Text,50,158969,3637,688,110,0.02789852109530789
Twitter,Image,94,178724,7767,1452,887,0.05654528770618383
Facebook,Image,86,140045,10295,889,1082,0.08758613302866936
Instagram,Image,88,107776,6745,507,567,0.07254861935866984
Facebook,Video,38,59718,837,88,98,0.017130513413041296
Twitter,Text,75,103578,8464,484,478,0.09100388113305914
Instagram,Video,51,73809,4757,353,371,0.07425923667845384
Twitter,Text,64,24627,2212,236,48,0.10135217444268486
Facebook,Text,78,55621,2646,227,392,0.058700850398230885
Twitter,Image,83,99729,5397,866,147,0.06427418303602764
Twitter,Image,85,188156,8749,1625,293,0.05669231913943749
Instagram,Image,15,20151,1511,281,127,0.09523100590541413
Twitter,Image,102,77691,6035,848,415,0.09393623457028484
Twitter,Image,95,159813,12000,1866,1070,0.09345923047561838
Twitter,Text,89,90484,3279,406,421,0.045378188409000486
Instagram,Image,99,75172,5054,363,205,0.07478848507422976
Facebook,Image,54,237722,9620,1397,992,0.050516990434204656
Facebook,Video,8,194988,16589,1700,370,0.09569306829138204
Twitter,Video,45,192291,2876,146,352,0.01754632302083821
Instagram,Text,63,251996,3375,459,425,0.016901061921617805
Twitter,Text,64,99185,1899,151,131,0.02198921207843928
Facebook,Video,117,112242,3166,579,134,0.03455925589351579
Instagram,Video,85,42236,565,107,70,0.01756795151055971
Facebook,Image,117,201954,3321,246,458,0.01993028115313388
Facebook,Image,66,148056,5558,302,165,0.04069406170638137
Instagram,Text,116,268186,5090,257,485,0.021746101586212555
Instagram,Video,88,189990,15614,2919,2216,0.10921101110584767
Twitter,Text,29,153562,2280,165,236,0.01745874630442427
Twitter,Image,108,174039,15961,1840,2021,0.11389401226161952
Facebook,Text,91,190544,16839,986,839,0.09795112939793434
Instagram,Text,83,262648,7552,800,251,0.03275486582802839
Instagram,Text,37,120148,1974,331,136,0.020316609514931583
Twitter,Image,23,62650,1221,135,87,0.02303272146847566
Facebook,Text,61,136374,8225,1368,1005,0.0777127604968689
Facebook,Image,19,153089,9810,1504,714,0.07856867573764281
Twitter,Video,45,44311,1701,217,86,0.04522579043578344
Instagram,Text,73,126834,4656,748,629,0.04756611003358721
Twitter,Text,84,19171,1108,201,134,0.07526993897031975
Twitter,Image,64,43226,1621,273,173,0.04781844260398834
Twitter,Text,113,31327,2947,453,138,0.11293772145433652
Twitter,Image,116,72628,3227,501,150,0.05339538470011566
Instagram,Text,100,87473,2605,193,218,0.034479210727881744
Twitter,Video,26,66223,1532,295,136,0.029642269302206183
Instagram,Video,47,242401,16205,1310,863,0.07581651890875038
Twitter,Video,36,77315,3046,311,109,0.0448295932225312
Facebook,Text,17,204124,5509,703,370,0.03224510591601184
Instagram,Text,42,109755,3822,263,289,0.03985239852398524
Facebook,Video,30,66624,2512,349,67,0.04394812680115274
Twitter,Video,85,97650,6476,501,604,0.07763440860215054
Twitter,Image,9,147602,3796,715,76,0.031076814677307895
Twitter,Image,53,142382,10814,1982,428,0.09287690859799694
Instagram,Video,101,39281,1470,193,57,0.043787072630533844
Facebook,Video,95,62270,3359,394,367,0.06616348161233339
Instagram,Text,9,182176,12558,821,1044,0.07917069207799052
Instagram,Video,105,26735,1575,273,202,0.07667851131475593
Twitter,Image,75,111899,7788,832,423,0.08081394829265677
Facebook,Image,52,206357,8054,700,381,0.044267943418444734
Twitter,Image,22,95173,9204,1834,1144,0.12799848696584115
Instagram,Image,99,143077,7341,1102,570,0.06299405215373541
Twitter,Image,10,59564,2321,141,129,0.04349942918541401
Facebook,Image,70,54496,1998,340,148,0.04561802701115678
Twitter,Video,81,31898,441,71,33,0.017085710702865384
Facebook,Image,46,223146,15984,1761,1508,0.08627983472703969
Facebook,Image,56,119659,4023,275,100,0.03675444387802004
Twitter,Image,15,104742,10087,1257,526,0.11332607740925321
Instagram,Image,30,116184,3362,553,271,0.03602905735729532
Twitter,Video,25,154780,8923,547,807,0.06639746737304561
Instagram,Text,70,244552,18632,1388,757,0.084959436029965
Instagram,Text,44,250735,22142,3162,1000,0.10490757173908709
Twitter,Text,60,147484,3551,475,406,0.030050717365951562
Instagram,Text,55,296522,29262,5435,3573,0.12906293630826718
Instagram,Image,24,124849,11437,1969,340,0.11010100201042859
Twitter,Text,85,95638,9244,1736,1374,0.12917459587193375
Twitter,Text,84,80580,6989,837,533,0.10373541821792008
Twitter,Video,61,164381,14628,2459,1406,0.11250083647136834
Instagram,Video,110,138507,8849,507,859,0.07375078515887283
Facebook,Video,9,112470,9681,911,629,0.09976882724282031
Instagram,Image,18,265236,15399,2258,1398,0.07184168061650756
Facebook,Image,28,235474,13760,2264,1318,0.073647196718109
Twitter,Image,119,136458,8273,1121,983,0.07604537659939321
Facebook,Video,72,205048,20436,2495,2166,0.12239573173110686
Twitter,Text,56,47503,921,78,71,0.022524893164642235
Twitter,Video,52,110312,9101,692,408,0.09247407353687723
Facebook,Image,92,206044,7128,1292,165,0.041665857777950344
Twitter,Video,51,118465,5035,359,527,0.049981007048495334
Facebook,Text,64,75939,1309,150,107,0.02062181487773081
Twitter,Image,77,176536,7351,1347,1069,0.055325825893868676
Instagram,Text,7,87758,8702,627,285,0.10955126598144899
Instagram,Text,13,163349,7470,516,219,0.05022987590986171
Twitter,Image,86,122413,8602,1323,374,0.08413322114481304
Twitter,Text,104,88679,1850,184,127,0.024368790807293723
Facebook,Video,87,57012,5303,611,226,0.10769662527187258
Instagram,Text,28,139210,11762,1691,944,0.10341929459090582
Facebook,Text,8,183399,8210,877,526,0.05241577107835921
Twitter,Text,13,4752,196,33,29,0.054292929292929296
Twitter,Video,101,27765,1357,265,197,0.06551413650279128
Facebook,Text,5,114193,5265,1000,354,0.057963272704981916
Twitter,Text,119,2837,94,12,11,0.0412407472682411
Instagram,Video,39,99010,9819,1013,504,0.11449348550651449
Facebook,Image,78,130977,10864,1250,298,0.0947647296853646
Instagram,Image,16,248762,8486,844,214,0.03836598837443018
Instagram,Image,22,61997,6097,708,145,0.1121021984934755
Instagram,Text,82,171573,1955,101,226,0.013300461028250365
Facebook,Image,14,178842,8836,514,569,0.05546236342693551
Twitter,Video,78,91608,5611,929,713,0.07917430792070561
Instagram,Text,22,108510,1452,145,193,0.01649617546769883
Instagram,Text,28,204261,5003,846,298,0.03009385051478256
Instagram,Text,5,126907,4217,514,242,0.03918617570346789
Twitter,Image,98,62594,4683,800,281,0.09208550340288206
Twitter,Image,83,87269,8253,1234,675,0.1164445564862666
Facebook,Image,76,104614,6926,555,152,0.07296346569292829
Twitter,Text,103,39448,2392,280,51,0.06902758061245183
Facebook,Video,86,218378,12733,1981,1472,0.07411918783027595
Facebook,Text,109,172031,7150,712,894,0.050897803302893084
Facebook,Video,20,183597,15512,1225,721,0.09508869970642223
Facebook,Text,89,105979,6217,814,604,0.07204257447230111
Facebook,Video,19,81340,2497,227,120,0.034964347184657
Instagram,Text,66,209241,4669,649,539,0.027991645996721482
Twitter,Text,9,141384,13954,1266,1041,0.11501301420245573
Instagram,Video,49,90765,1050,195,133,0.015182063570759654
Facebook,Video,56,5884,553,56,79,0.11692726036709722
Twitter,Video,75,111113,3294,613,303,0.03788935588095002
Instagram,Video,116,25522,1765,162,241,0.08494632082125225
Instagram,Video,11,10623,394,55,9,0.04311399792902194
Facebook,Video,31,14460,1263,87,101,0.10034578146611342
Instagram,Video,93,15234,897,149,76,0.07365104371799922
Instagram,Video,90,199650,4531,362,335,0.026185825194089657
Instagram,Text,116,225708,7738,1389,471,0.04252396902192213
Instagram,Video,17,165492,6425,757,732,0.04782104270901313
Instagram,Video,21,171885,15423,989,1416,0.10372051080664398
Facebook,Text,109,134454,10622,1110,326,0.08968122926800244
Facebook,Text,48,118492,10031,1674,1440,0.11093575937616042
Instagram,Image,17,43353,637,39,86,0.017576638294927685
Facebook,Image,94,143441,8906,1281,587,0.07511102125612622
Facebook,Video,77,37985,3795,478,197,0.11767803080163222
Twitter,Video,9,44255,3569,344,362,0.09659925432154559
Instagram,Image,107,66590,1389,226,35,0.024778495269559993
Facebook,Image,37,179558,12765,738,1078,0.08120495884338208
Facebook,Video,8,124282,9579,1193,1029,0.09495341240083037
Instagram,Image,96,191390,10771,1357,784,0.06746433982966717
Twitter,Video,30,53566,915,57,133,0.0206287570473808
Instagram,Text,72,5650,74,5,8,0.015398230088495576
Twitter,Text,20,174009,16426,1830,2323,0.11826399783919223
Instagram,Image,105,26299,872,113,120,0.04201680672268908
Instagram,Text,26,31862,1405,81,52,0.048270667252526524
Instagram,Text,40,283456,23122,1196,2472,0.09451202303002935
Instagram,Text,106,278087,20031,1580,1954,0.08473966780180303
Twitter,Text,62,70734,6873,846,186,0.11175672236830944
Twitter,Video,59,150397,2760,154,169,0.020499079103971488
Facebook,Video,39,208340,15338,2453,1372,0.09197945665738697
Instagram,Image,29,130560,2271,165,207,0.02024356617647059
Twitter,Text,76,54879,549,91,69,0.012919331620474135
Twitter,Text,85,199810,4160,335,400,0.024498273359691708
Twitter,Text,65,121652,7968,812,642,0.07745043238088975
Instagram,Image,22,200082,14177,1727,1669,0.08782899011405323
Facebook,Video,118,216642,10713,1093,1009,0.059152888174961456
Twitter,Text,62,136078,1925,103,259,0.01680653742706389
Instagram,Video,80,275649,18486,3443,2545,0.08878682672529195
Twitter,Image,61,22498,398,37,39,0.021068539425726732
Twitter,Video,101,109679,2495,175,232,0.026459030443384785
Facebook,Text,91,245481,13779,962,1531,0.06628618915516883
Twitter,Video,67,149577,6077,1192,694,0.053236794426950666
Twitter,Video,16,195590,10137,693,1161,0.061306815276854644
Instagram,Image,15,291888,19602,1999,1973,0.08076385462917283
Instagram,Image,17,33544,818,49,97,0.02873837347960887
Facebook,Image,39,9864,891,142,34,0.10817112733171128
Instagram,Image,31,33593,2027,282,257,0.07638496115262108
Instagram,Video,93,268873,3223,419,194,0.01426695875004184
Facebook,Video,108,47515,3162,564,427,0.0874039776912554
Twitter,Image,71,187353,9683,1316,359,0.060623528846615746
Facebook,Image,117,249878,18277,3533,374,0.0887793243102634
Instagram,Text,93,17413,1402,201,30,0.09378050881525297
Facebook,Text,49,50652,4786,493,226,0.10868277659322435
Twitter,Image,78,31764,3171,176,110,0.10883390001259287
Facebook,Video,85,66784,3971,630,365,0.07435912793483469
Instagram,Image,71,181813,11006,1167,861,0.07168904313772942
Instagram,Video,113,209276,2515,351,248,0.01487987155717808
Facebook,Video,26,81796,7187,1304,323,0.10775588048315321
Twitter,Text,106,78844,992,50,117,0.014699913753741566
Facebook,Image,82,130610,8743,1433,868,0.08455707832478371
Twitter,Image,95,192845,3639,419,177,0.02196064196634603
Twitter,Video,46,126887,4533,311,325,0.04073703373868087
Facebook,Image,24,249810,5653,776,640,0.028297506104639526
Twitter,Text,52,76432,1709,221,185,0.027671655850952482
Instagram,Text,22,155355,2596,457,241,0.021203051076566573
Facebook,Image,81,219199,8463,1085,1246,0.04924292537830921
Twitter,Image,110,27282,1313,228,48,0.05824353053295213
Instagram,Text,74,232448,12041,1585,1005,0.06294310985682819
Facebook,Image,78,55984,2775,324,280,0.06035653043726779
Instagram,Video,105,271865,15532,1641,2317,0.071689993195152
Instagram,Image,97,296341,25894,1969,2344,0.10193324582153668
Instagram,Video,10,162245,10847,1492,840,0.08122900551634873
Twitter,Image,43,3066,35,4,4,0.014024787997390736
Facebook,Image,15,111442,2849,559,244,0.032770409719854274
Facebook,Text,116,226983,9398,1051,1335,0.05191578223919853
Twitter,Video,29,61418,5860,663,688,0.11740857729004527
Facebook,Text,112,70454,1199,89,50,0.0189911147699208
Instagram,Image,112,150354,11112,1551,464,0.08730728813333866
Facebook,Text,98,158887,2062,365,126,0.016068023186289627
Twitter,Image,59,155666,6635,578,191,0.047563372862410545
Instagram,Image,88,209056,16580,851,1500,0.0905546839124445
Twitter,Image,62,189583,7764,1193,1023,0.052641850798858546
Instagram,Video,41,122911,5988,327,431,0.05488524216709652
Instagram,Video,20,90768,8303,924,865,0.11118455843469063
Facebook,Video,99,69951,1116,158,164,0.020557247215908278
Instagram,Text,97,11374,653,70,29,0.06611570247933884
Twitter,Image,74,28974,1244,110,82,0.04956167598536619
Facebook,Text,97,233136,22554,3831,524,0.1154218996637156
Twitter,Text,100,33914,2761,262,138,0.09320634546205107
Instagram,Image,77,55014,1154,88,140,0.0251208783218817
Twitter,Text,41,194451,18174,1967,1914,0.11342189034769685
Twitter,Image,57,11347,329,22,40,0.03445844716665198
Instagram,Image,91,195087,3440,528,259,0.021667256147257376
Facebook,Image,20,92129,5411,846,625,0.074699605987257
Twitter,Image,22,199936,15254,796,1494,0.08774807938540333
Instagram,Text,23,154832,11526,1777,722,0.09058205022217629
Facebook,Text,48,219233,12729,1207,937,0.06784106407338311
Facebook,Text,6,95103,5168,767,467,0.0673164884388505
Facebook,Video,62,80599,7838,1222,1131,0.12644077469943796
Twitter,Text,14,132774,11133,1020,1570,0.10335607875035775
Twitter,Text,80,136212,9926,772,1471,0.08933867794320619
Twitter,Video,50,76266,2102,365,46,0.03295046285369627
Facebook,Image,86,196248,16441,2644,1861,0.1067322979087685
Twitter,Image,23,126737,9819,1723,1338,0.101627780364061
Instagram,Image,42,264578,26267,3030,3049,0.12225506277921823
Twitter,Video,41,16057,352,41,26,0.0260945382076353
Twitter,Text,95,31114,2314,235,264,0.09040946197853056
Facebook,Text,116,212819,20881,2607,1623,0.1179922845234683
Twitter,Text,82,189287,9773,1436,1102,0.0650388035100139
Instagram,Text,49,248762,18907,3255,2296,0.09831887506934339
Facebook,Video,38,21580,2110,163,273,0.11797961075069509
Instagram,Text,6,219942,13036,1444,1494,0.0726282383537478
Facebook,Image,48,12802,933,111,38,0.0845180440556163
Facebook,Video,101,90857,1072,132,151,0.014913545461549467
Twitter,Video,87,103467,5873,771,280,0.06691988750036243
Instagram,Image,31,140747,4647,791,308,0.04082502646592823
Facebook,Image,52,148130,3231,591,244,0.027448862485654493
Twitter,Text,98,182073,13432,992,1512,0.0875253332454565
Facebook,Image,11,171591,2319,363,257,0.01712793794546334
Facebook,Video,31,205827,18820,2293,2729,0.11583514310561782
Facebook,Video,89,149517,8462,953,376,0.06548419243296749
Facebook,Video,75,208026,14216,952,1117,0.07828348379529482
Facebook,Text,116,92450,3033,180,140,0.036268253109789074
Facebook,Text,93,229238,6051,1190,650,0.03442273968539247
Twitter,Image,106,108039,3450,504,164,0.03811586556706375
Facebook,Text,22,241159,7453,878,989,0.038646701968410885
Instagram,Text,37,295839,25976,4266,3838,0.11519779339438005
Twitter,Video,37,97970,7921,504,484,0.0909360008165765
Instagram,Video,100,187299,16247,2292,1886,0.10905023518545214
Facebook,Image,29,214064,16298,2429,1454,0.09427554376261305
Instagram,Video,18,297329,20194,2379,1347,0.08044960296506563
Facebook,Text,42,92692,5330,468,239,0.06512967677901005
Facebook,Image,42,48908,1657,320,188,0.04426678661977591
Twitter,Image,8,176703,12984,1235,527,0.08345076201309543
Twitter,Video,112,181065,4036,277,227,0.025073868500262338
Facebook,Video,66,119710,6703,969,935,0.07189875532536964
Twitter,Video,86,4078,112,15,9,0.03334968121628249
Instagram,Image,14,246518,13664,2230,1790,0.07173512684672113
Twitter,Video,39,156850,5717,932,684,0.04675167357347784
Twitter,Text,103,156469,2317,331,159,0.01793965577846091
Instagram,Image,108,148409,8212,666,396,0.06248947166276978
Twitter,Video,27,8011,211,38,6,0.03183123205592311
Facebook,Text,93,120124,2943,256,426,0.03017715027804602
Instagram,Text,69,175927,7845,502,488,0.05021969339555611
Facebook,Video,86,78532,3342,318,359,0.05117659043447257
Instagram,Text,83,236106,20783,2545,2388,0.10891718126604152
Facebook,Image,29,49845,3031,245,138,0.0684923262112549
Facebook,Image,100,154118,13394,1340,1475,0.10517265990993914
Twitter,Text,57,89030,2066,262,43,0.026631472537346962
Facebook,Image,88,9618,405,39,30,0.049282595134123516
Twitter,Video,21,74435,4464,283,292,0.06769664808221938
Instagram,Text,61,169251,4025,320,568,0.02902789348364264
Facebook,Image,79,201589,4339,733,642,0.02834480055955434
Facebook,Video,81,241915,16819,3248,965,0.086939627555133
Instagram,Video,93,123158,8478,612,841,0.08063625586644797
Instagram,Image,24,83014,2579,392,301,0.03941503842725323
Facebook,Text,29,128713,3918,728,175,0.03745542408303745
Instagram,Video,46,116550,8984,852,981,0.09280995280995281
Twitter,Video,49,93965,1928,336,103,0.025190230404938008
Instagram,Video,117,173435,16145,2998,677,0.11427912474414045
Instagram,Video,35,263627,25027,2375,3268,0.11633861478528375
Facebook,Text,69,118503,10474,612,893,0.1010860484544695
Twitter,Image,56,144769,4192,786,245,0.03607816590568423
Instagram,Image,84,151494,1744,173,126,0.01348568260129114
Twitter,Image,116,40380,3807,198,280,0.10611688954928182
Twitter,Video,96,97877,4008,485,481,0.050818884927000214
Twitter,Text,25,62857,2384,160,322,0.045595558171723116
Facebook,Image,34,201645,6765,1253,553,0.042505393141411885
Instagram,Text,7,211130,6757,494,418,0.03632359209965424
Facebook,Image,102,24259,1846,176,211,0.09204831196669278
Instagram,Video,74,77622,7118,1199,980,0.11977274484038031
Instagram,Image,47,27792,2244,383,78,0.09733016695451929
Facebook,Video,33,150462,10633,1969,1314,0.09248846884927756
Twitter,Video,7,167276,6004,748,554,0.043676319376360025
Twitter,Image,62,169090,10014,1982,1329,0.07880418711928559
Instagram,Text,37,157543,4935,628,428,0.03802771306881296
Facebook,Video,79,17263,345,58,45,0.025951456873081157
Twitter,Text,49,62309,1297,135,119,0.024892070166428606
Twitter,Image,73,54451,3503,669,136,0.0791170042790766
Instagram,Video,118,82969,1117,170,23,0.01578902963757548
Instagram,Text,36,147631,14407,886,1449,0.11340436629163252
Facebook,Video,115,66728,6645,440,644,0.11582843783718978
Instagram,Image,86,9952,233,42,11,0.028737942122186496
Twitter,Video,115,63726,3087,529,403,0.06306688008034397
Twitter,Image,88,121735,9632,958,1279,0.0974986651332813
Twitter,Text,56,42610,4088,524,509,0.1201830556207463
Twitter,Video,68,88467,7981,1419,1131,0.11903873760837375
Facebook,Text,107,136225,4485,293,385,0.03790053220774454
Facebook,Image,117,97447,1721,121,191,0.020862622759038246
Instagram,Image,44,102167,3676,578,505,0.046580598431979016
Instagram,Text,96,242099,11947,744,947,0.05633232685802089
Instagram,Text,17,123818,5249,540,526,0.05100227753638405
Facebook,Image,94,128803,10258,900,888,0.0935226663975218
Twitter,Text,84,181546,6027,988,890,0.043542683397045374
Instagram,Image,93,15623,1363,68,104,0.0982525763297702
Twitter,Text,78,87504,2651,178,162,0.03418129456939111
Instagram,Image,33,8809,374,24,38,0.0494948348280168
Instagram,Image,114,128690,6473,632,365,0.05804646825705183
Instagram,Video,67,97907,3545,300,466,0.04403158099012328
Instagram,Image,106,187118,14777,1244,2009,0.09635630992208126
Instagram,Image,88,114502,5365,566,347,0.054828736615954304
Twitter,Video,30,64496,5793,475,385,0.10315368394939221
Instagram,Video,100,240614,23272,1534,727,0.10611601984921908
Twitter,Text,107,164811,14401,1979,767,0.1040403856538702
Facebook,Text,106,187524,10695,2061,308,0.06966574945073697
